Canonical,Team,Numbers,Variations
Jarvis Chater,Hemel Storm,8,Jarvis Chater
Joe Bielak,Hemel Storm,9,Joe Bielak
Darien Nelson-Henry,Hemel Storm,10,Darien Nelson-Henry
Kai Walker,Hemel Storm,11,Kai Walker
Veron Eze,Hemel Storm,21,Veron Eze
Di-Jani Parkinson,Hemel Storm,23,Di-Jani Parkinson; Di'jani Parkinson
Jax Bouknight,Reading Rockets,4,Jax Bouknight
Matthew Allman,Reading Rockets,5,Matthew Allman
Eliaz (Zain) Poorman,Reading Rockets,6,Elias Poorman; Zain Poorman; Elias Zain Poorman; Eliaz (Zain) Poorman
Lewis Champion,Reading Rockets,7,Lewis Champion
Victor Olarerin,Reading Rockets,8,Victor Olarerin
Simon Chamberlain,Reading Rockets,9,Simon Chamberlain
Malik Bryant,Reading Rockets,10,Malik Bryant
Nick Dent,Reading Rockets,13,Nick Dent
Cooper Creek,Reading Rockets,14,Cooper Creek
James Waterhouse,Reading Rockets,11/15,James Waterhouse
Matthew Daines,Reading Rockets,16,Matthew Daines
Casey Burr,Derby Trailblazers,0,Casey Burr
Charlie Brown,Derby Trailblazers,4,Charlie Brown
Harland Beverly,Derby Trailblazers,5,Harland Beverly
Evan Oliver,Derby Trailblazers,6,Evan Oliver
Raheem May-Thompson,Derby Trailblazers,7,Raheem May-Thompson
Jack Lemon,Derby Trailblazers,6/9,Jack Lemon
Elias Norman,Derby Trailblazers,12,Elias Norman
Connor Washington,Derby Trailblazers,13,Connor Washington
Elliot Lawrence,Derby Trailblazers,14,Elliot Lawrence
Jai Pathmarajah,Derby Trailblazers,22,Jai Pathmarajah
Ronald Blain,Birmingham Rockets,0,Ronald Blain
Eric Donaldson,Birmingham Rockets,3,Eric Donaldson
Lucas Mcgregor,Birmingham Rockets,6,Lucas Mcgregor
Faaris Mughal,Birmingham Rockets,7,Faaris Mughal
Martyn Gayle,Birmingham Rockets,8,Martyn Gayle
Andre Bonnick,Birmingham Rockets,10,Andre Bonnick
Tom Grayling,Birmingham Rockets,12,Tom Grayling
Orlan Jackman,Birmingham Rockets,13,Orlan Jackman
Zack Powell,Birmingham Rockets,14,Zack Powell
Luke Okosieme,Birmingham Rockets,21,Luke Okosieme
Johde Campbell,Loughborough Riders,0/10,Johde Campbell
Liam Campbell,Loughborough Riders,4,Liam Campbell
Dan Hadley,Loughborough Riders,22/5,Dan Hadley
Oscar Curran,Loughborough Riders,23/6,Oscar Curran
Ben Woog,Loughborough Riders,10/20/7,Ben Woog
Michael Joiner,Loughborough Riders,11/7,Michael Joiner
Panos Karras,Loughborough Riders,15,Panos Karras
Jalen Cook,Loughborough Riders,12/21/31/7,Jalen Cook
Tomide Akinsiku,Loughborough Riders,36,Tomide Akinsiku
Seth Wylie,Loughborough Riders,15/43,Seth Wylie
Mergin Sokoli,Nottingham Hoods,0,Mergin Sokoli; Megrim Sokoli
Tyrone Williams,Nottingham Hoods,0/1/55/9,Tyrone Williams
Aaron Sandu-Nelson,Nottingham Hoods,5,Aaron Sandu-Nelson
Elliot Bailey,Nottingham Hoods,6,Elliot Bailey
Sam Akano,Nottingham Hoods,7,Sam Akano
Simeon Perry,Nottingham Hoods,11,Simeon Perry
Micah Salvery-Richards,Nottingham Hoods,14,Micah Salvery-Richards
Andrew Thomson,Nottingham Hoods,11/21,Andrew Thomson
Latrell Maitland,Nottingham Hoods,0/23/55,Latrell Maitland
Donell Nixon Ii,Nottingham Hoods,12/24,Donell Nixon Ii
Tyrone Bonsu,Nottingham Hoods,0/13/14/2/25,Tyrone Bonsu
Bradley Dean,Newcastle Knights,1,Bradley Dean; B Dean
Messiah Jones,Newcastle Knights,5,Messiah Jones
Scott Angus,Newcastle Knights,7,S Angus; Scott Angus
Max Matthews,Newcastle Knights,8,Max Matthews
Miles Felletti-O'donnell,Newcastle Knights,9,Miles Felletti-O'donnell
Sam Trunley,Newcastle Knights,10/14,Sam Trunley; S Trunley
Jaron Thames,Newcastle Knights,11,Jaron Thames; J Thames
Jason Soodeen,Newcastle Knights,12/6,J Soodeen; Jason Soodeen
Finn Cork,Newcastle Knights,13,F Cork; Finn Cork
Noah Saa,Newcastle Knights,14/4,Noah Saa; N Saa
Will Neighbour,Newcastle Knights,15,Will Neighbour; W Neighbour
Mike New Jr.,Milton Keynes Breakers,15,Mike New Jr.
Danny Evans,Worthing Thunder,0,Danny Evans
Troy Mcindoe,Worthing Thunder,23,Troy Mcindoe
Eddie Brownell,Yorkshire Dragons,2,Eddie Brownell; E Brownell; Eddy Brownell
Corey Johnson,Yorkshire Dragons,6/9,Corey Johnson
Andreas Lycoudis,Yorkshire Dragons,11/7,A Lycoudis; Andreas Lycoudis
David Ulph,Yorkshire Dragons,10,David Ulph; D Ulph
Jordan Whelan,Yorkshire Dragons,23,J Whelan; Jordan Whelan
Nick Lewis,Yorkshire Dragons,93,N Lewis; Nick Lewis
Ashley Pearce,Bristol Hurricanes,0,Ashley Pearce
Daniel Edozie,Bristol Hurricanes,1,Daniel Edozie; D Edozie
Kobe Hill,Bristol Hurricanes,2/4,Kobe Hill; K Hill
Corey Samuels,Bristol Hurricanes,2/4,Corey Samuels; C Samuels
David Forsyth,Bristol Hurricanes,11,D Forsyth; David Forsyth
Elvisi Dusha,Bristol Hurricanes,12,Elvisi Dusha; E Dusha
James Claar,Bristol Hurricanes,24,James Claar; J Claar
Denzel Ubiaro,Bristol Hurricanes,31,Denzel Ubiaro
Heru Bligen,Bristol Hurricanes,33,Hery Bligen; H Bligen; Heru Bligen
Vilmantas Dilys,Bristol Hurricanes,55,V Dilys; Vilmantas Dilys
Sean Mo Walker,Derby Trailblazers,3,S Walker; Sean Mo Walker
Harlond Beverley Jr,Derby Trailblazers,5,Harlond Beverley Jr
Robert Marsden,Derby Trailblazers,30,Robert Marsden; Rob Marsden
Callum Keys,Loughborough Riders,6/8,Callum Keys
Tomide Akinsuku,Loughborough Riders,13/15/2/36,Tomide Akinsuku
Philip Basioudis,Birmingham Rockets,1/5,Philip Basioudis
Faaris Mughaal,Birmingham Rockets,7,Faaris Mughaal
Larry Duru,Birmingham Rockets,15/16,Larry Duru
Thierry Walker,Nottingham Hoods,4,Thierry Walker
Caiden Ross,Nottingham Hoods,10/3/9,Caiden Ross
Micah Savery-Richards,Nottingham Hoods,14/8,Micah Savery-Richards
Ty Nsangu,Reading Rockets,12,Ty Nsangu
Thomas Browne,Bristol Flyers II,7/8,Thomas Browne; Tom Browne
Zak Riabi,Bristol Flyers II,12/13/14/15/7,Zak Riabi
Chris Taylor,Bristol Hurricanes,9,Chris Taylor
Jonathan Lashley,Worthing Thunder,35,Jonathan Lashley
Wickens Simba,Bristol Flyers II,6,Wickens Simba
Karim Tadros,Bristol Flyers II,14,Karim Tadros
Mekhi Hendry,Newcastle Knights,2/3/4,Mekhi Hendry
Theo Riley,Newcastle Knights,15/3/9,Theo Riley; T Riley
Will White,Essex Rebels,24,Will White
Taylor Johnson,Hemel Storm,12,Taylor Johnson
Paul Cantwell,Yorkshire Dragons,12/13,P Cantwell; Paul Cantwell
Cameron Nyarko,Loughborough Riders,11/3/7/9,Cameron Nyarko
Cameron Tucker,Bristol Hurricanes,3,C Tucker; Cam Tucker; Cameron Tucker
Milo Wallace,Loughborough Riders,22,Milo Wallace
Logan Rooney,Yorkshire Dragons,14/3,Logan Rooney; L Rooney
Megrim Sokoli,Nottingham Hoods,2,Megrim Sokoli
Gabriel Formeloza,Milton Keynes Breakers,5/6,Gabriel Formeloza
Adrian Mutothori,Birmingham Rockets,5,Adrian Mutothori
Luka Matthews,Bristol Flyers II,10/4/5/6,Luka Matthews
Dele Rowaiye,Bristol Flyers II,11,Dele Rowaiye
Daniel Johnson-Thompson,Essex Rebels,13,Daniel Johnson-Thompson
Milo Gordon,Loughborough Riders,22,Milo Gordon
Malachi Hassan-Taylor,Reading Rockets,15/5/7,Malachi Hassan-Taylor
Byrce Johnson,Nottingham Hoods,21/25,Byrce Johnson; Bryce Johnson; B Johnson
S Jamison,Nottingham Hoods,0,S Jamison
Hafeez Abdul,Newcastle Knights,3,Hafeez Abdul
Leo Davies,Bristol Hurricanes,13,Leo Davies
Jaiden Dawes,Nottingham Hoods,15,Jaiden Dawes
Shawn Jamison,Nottingham Hoods,2/25,Shawn Jamison
Abdoulaye Hakeema Sylla,Hemel Storm,1,Abdoulaye Hakeema Sylla
K Asomani,Bristol Hurricanes,8,K Asomani
Jesse Oyewole,Bristol Hurricanes,29/5,Jesse Oyewole
Jani Griffith,Nottingham Hoods,15,Jani Griffith
La'quarne Sayles,Reading Rockets,11/13,Laquarne Sayles; La'quarne Sayles
Jani Griffiths,Nottingham Hoods,15,Jani Griffiths
Ebuka Ekwegh,Bristol Flyers II,13/14/6/7/8/9,Ebuka Ekwegh
George Pastor,Derby Trailblazers,5,G Pastor; George Pastor
Aaron Pyne,London Cavaliers,7,Aaron Pyne
Luca Bakary,Reading Rockets,11/13/15/7,Luca Bakary
Henry Whysall,Bristol Hurricanes,44,Henry Whysall
Mergim Sokoli,Hemel Storm,0/3,Mergin Sokoli; Mergim Sokoli
Yusef Salih,Reading Rockets,5,Yusef Salih
Malcolm Smith,Derby Trailblazers,9,Malcolm Smith
Jack Melke,Yorkshire Dragons,5,Jack Melke; J Melke
Daniel Delsol Lowry,London Cavaliers,21,Daniel Delsol Lowry
Jules Dang-Okodo,Bristol Hurricanes,23,Jules Dang-Okodo
Ronnie Ani,Yorkshire Dragons,1,R Ani; Ronnie Ani; Ronney Ani
Paul Tew,Yorkshire Dragons,14,Paul Tew
Daniel Delsol-Lowry,London Cavaliers,12/21,Daniel Delsol-Lowry
Ben Winter,Essex Rebels,5,Ben Winter
Jules Dang-Akodo,Bristol Hurricanes,23,Jules Dang-Akodo
Ben Tew,Yorkshire Dragons,14/20,Ben Tew
Luka Dinnall,Bristol Flyers II,8,Luka Dinnall
Rylan Bawden,Bristol Flyers II,9,Rylan Bawden
Thompson C,Milton Keynes Breakers,8,Thompson C
Victor Ndoukou,Loughborough Riders,21/7,Victor Ndoukou
Robert Reed,Newcastle Knights,6,Robert Reed
Shaquille Lewis,Hemel Storm,12/24,Shaquille Lewis
Will Tallon,Derby Trailblazers,23,Will Tallon
Abiodun Adedo,Nottingham Hoods,0/12,Abiodun Adedo
Levi Ehiorobo,Loughborough Riders,10/12/21,L Ehiorobo; Levi Ehiorobo
Victor Ndukou,Loughborough Riders,21/7,Victor Ndukou
Jack Mielke,Yorkshire Dragons,5,Jack Mielke
Isaac Temilola,Essex Rebels,15,Isaac Temilola
Jordan Jefferson,Yorkshire Dragons,4,Jordan Jefferson
Kaiden Bartholomew,Nottingham Hoods,25/4,Kaiden Bartholomew
Samuel Mamuini,Yorkshire Dragons,6,Samuel Mamuini
Rowell Graham-Bell,Newcastle Knights,14,Rowell Graham-Bell
Ethan Harrington,Reading Rockets,7,Ethan Harrington
Gabriel Noel,Milton Keynes Breakers,8,Gabriel Noel
Ben Morris,Milton Keynes Breakers,10,Ben Morris
Tom Rice,Milton Keynes Breakers,11,Tom Rice
